CustomerID,Age,Gender,Job,Education,MaritalStatus,Balance,Tenure,CreditScore,HasLoan,TypeOfLoan,AvgTransactionPerMonth,HasCrCard,EstimatedSalary,NumOfProducts,UseOfDigitalBankServices,KnowledgeAboutServices,InvestmentInBankSchemes,IsActiveMember,Rating,ServicesUsed,ReviewSentiment,KeywordsInComplaint,IssueResolved,CustomerLeft,App,ServiceOffline,EaseOfAccessOfBankingServiceOnline,PaymentDeclineServerIssue,FraudSecurity,Insurance,LoanApproval,WithinTimeframeServiceDelivery,SincereEffortsSolvingProblems,HelpFinancialPlanning,RespondingCustomerRequests,FeelingSafetyTransacting,PersonalAttention,AcceptingResolvingFaults
113,45,Female,Businessman,High School,Married,90713.06,8,800,Yes,Business Loan,74.79,Yes,67451.84,3,No,4,No,Yes,7,Insurance,Neutral,Miscommunication,No,0,6,8,6,5,6,10,6,7,7,6,5,10,5,8
114,57,Male,Engineer,PhD,Divorced,26831.31,11,471,Yes,Business Loan,90.62,No,88380.7,1,No,5,Yes,Yes,9,Savings Plans,Negative,Technical Issue,Yes,1,6,8,6,10,8,10,3,10,8,8,6,10,8,10
115,18,Male,Lawyer,High School,Divorced,22845.8,29,308,No,no_loan,40.15,No,98590.36,1,Yes,5,No,No,10,"Insurance, Savings Plans",Positive,Fees,Yes,1,10,4,10,10,9,10,3,10,10,7,8,10,8,10
116,57,Female,Artist,Bachelors,Single,129856.28,29,620,Yes,Home Loan,56.85,No,80636.19,2,No,5,No,No,4,Insurance,Positive,Miscommunication,No,0,6,3,6,8,3,6,6,3,7,3,2,6,1,5
117,61,Male,Lawyer,PhD,Married,88104.22,27,397,No,no_loan,89.34,Yes,136564.26,3,Yes,2,No,Yes,5,Savings Plans,Neutral,Fees,Yes,0,7,4,6,10,2,8,3,8,6,3,4,9,2,8
118,40,Female,Doctor,PhD,Divorced,19802.29,5,468,No,no_loan,99.39,Yes,61295.96,2,Yes,3,No,Yes,6,"Insurance, Savings Plans",Positive,Delay,Yes,1,6,4,6,9,3,8,3,6,8,4,5,9,6,8
119,64,Female,Engineer,High School,Divorced,148332.55,15,610,Yes,Business Loan,96.96,No,95180.54,4,No,2,Yes,Yes,1,Savings Plans,Positive,Technical Issue,Yes,1,6,1,6,7,1,1,4,1,1,1,1,1,1,1
120,30,Male,Doctor,PhD,Divorced,160065.71,15,642,Yes,Education Loan,72.07,Yes,58994.01,2,No,2,No,No,8,Savings Plans,Neutral,"Technical Issue, Delay",Yes,1,6,9,6,8,6,10,4,10,9,7,6,10,7,10
121,33,Female,Lawyer,High School,Divorced,145357.71,27,729,Yes,Home Loan,15.18,No,117935.5,2,No,2,Yes,No,9,Savings Plans,Negative,Fees,No,1,6,8,6,5,8,10,5,8,10,7,10,10,7,10
122,43,Female,Manager,PhD,Divorced,41249.91,26,799,No,no_loan,3.3,Yes,33275.74,1,No,5,No,No,1,Insurance,Negative,Technical Issue,No,0,6,1,6,5,2,1,3,1,1,1,1,1,1,1
123,48,Male,Businessman,PhD,Divorced,138265.32,7,584,Yes,Business Loan,82.7,Yes,44530.87,1,Yes,4,Yes,No,4,Savings Plans,Positive,Service,No,1,4,4,6,9,2,6,3,5,3,4,4,4,2,3
124,67,Male,Manager,Masters,Divorced,3133.84,21,559,Yes,Home Loan,84.25,No,124156.18,1,No,1,No,Yes,6,Savings Plans,Negative,Service,No,1,6,5,6,8,5,7,3,10,7,4,4,9,4,7
125,18,Male,Artist,PhD,Divorced,61717.32,18,794,Yes,Business Loan,74.89,No,43815.69,3,No,1,No,No,10,Savings Plans,Neutral,Delay,No,1,6,10,6,6,10,10,4,10,10,8,8,10,7,10
126,34,Male,Manager,Bachelors,Divorced,80365.48,28,654,Yes,Home Loan,28.71,No,101347.03,2,Yes,3,Yes,Yes,1,Insurance,Positive,Delay,Yes,0,2,4,1,9,1,3,4,1,2,1,1,2,1,1
127,33,Male,Doctor,Masters,Divorced,167214.14,12,513,Yes,Car Loan,64.34,No,146131.65,4,Yes,3,No,No,3,Savings Plans,Negative,Service,No,0,2,4,4,8,1,4,4,3,1,1,2,4,1,3
128,54,Male,Businessman,High School,Married,78688.48,12,499,Yes,Business Loan,32.31,Yes,87975.78,1,No,5,No,No,7,Savings Plans,Positive,Fees,No,0,6,5,6,10,6,10,5,8,9,5,5,10,6,8
129,69,Female,Manager,Bachelors,Single,3242.62,4,535,No,no_loan,45.61,No,44361.54,4,No,1,No,No,8,Insurance,Negative,"Technical Issue, Delay",Yes,1,6,8,6,10,7,10,3,9,8,7,6,10,6,10
130,27,Male,Teacher,High School,Single,71116.94,29,435,Yes,Home Loan,38.86,Yes,61689.84,2,No,4,No,No,8,Savings Plans,Positive,Miscommunication,No,1,6,7,6,10,8,10,2,10,9,10,7,10,7,9
131,55,Male,Engineer,High School,Single,100285.9,11,721,No,no_loan,91.45,No,127049.55,2,No,5,Yes,No,5,"Insurance, Savings Plans",Negative,Miscommunication,Yes,1,6,4,6,7,4,6,3,8,5,4,4,6,5,6
132,61,Female,Lawyer,Bachelors,Divorced,189851.95,21,640,No,no_loan,24.18,Yes,65715.92,2,No,3,Yes,Yes,1,Savings Plans,Negative,"Technical Issue, Delay",No,1,6,1,6,9,1,1,3,1,1,1,1,1,1,1
133,48,Female,Businessman,High School,Single,188265.83,6,641,Yes,Business Loan,58.18,No,114056.48,4,No,5,No,Yes,1,Savings Plans,Neutral,Service,Yes,1,6,1,6,10,1,2,4,1,2,1,1,2,1,1
134,27,Male,Artist,Masters,Divorced,36993.93,21,829,Yes,Home Loan,36.74,No,121055.51,4,No,3,No,Yes,8,Insurance,Neutral,Miscommunication,No,1,6,6,6,4,7,10,4,9,9,6,8,10,5,10
135,66,Female,Doctor,Bachelors,Married,37844.16,10,687,No,no_loan,66.64,No,85153.77,4,No,1,No,No,5,Insurance,Neutral,Fees,No,1,6,4,6,6,5,5,3,5,7,4,6,5,5,6
136,51,Female,Engineer,High School,Single,33512.91,27,303,Yes,Car Loan,56.89,Yes,121817.74,2,No,5,Yes,No,9,Insurance,Positive,Miscommunication,No,1,6,7,6,10,8,10,3,10,10,8,8,10,7,10
137,68,Female,Artist,High School,Married,157995.46,15,698,Yes,Car Loan,92.47,Yes,61197.39,2,No,2,No,Yes,1,Insurance,Positive,"Service, Fees",Yes,0,6,1,6,9,1,1,5,1,2,1,3,1,2,1
138,69,Female,Doctor,PhD,Married,2198.39,1,721,Yes,Personal Loan,11.06,No,87100.75,1,Yes,3,Yes,No,2,"Insurance, Savings Plans",Positive,Miscommunication,Yes,0,2,4,2,6,1,3,5,2,2,2,2,3,2,2
139,23,Female,Manager,PhD,Divorced,26308.26,17,710,Yes,Personal Loan,22.84,Yes,109252.57,3,Yes,2,Yes,No,4,Savings Plans,Negative,"Technical Issue, Delay",No,0,4,4,4,7,5,5,4,4,5,2,1,5,3,5
140,45,Female,Businessman,High School,Single,108053.97,3,512,No,no_loan,76.87,No,41849.51,4,No,3,Yes,Yes,10,Savings Plans,Negative,"Service, Fees",No,1,6,8,6,10,8,10,3,10,10,8,9,10,7,10
141,45,Female,Lawyer,Bachelors,Married,50264.85,25,347,No,no_loan,37.51,Yes,55570.86,3,No,2,Yes,No,7,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,0,6,7,6,10,5,10,3,8,7,4,6,8,3,9
142,30,Male,Businessman,Masters,Single,19378.94,11,486,No,no_loan,17.41,No,104764.76,4,No,1,No,No,4,Insurance,Positive,Service,Yes,0,6,2,6,10,5,6,3,4,4,4,3,6,3,5
143,58,Female,Teacher,High School,Married,72615.72,18,801,Yes,Personal Loan,50.83,No,105196.82,4,No,1,No,Yes,8,Savings Plans,Neutral,Technical Issue,No,0,6,7,6,5,7,10,6,8,8,6,8,10,6,9
144,29,Male,Teacher,High School,Married,55567.31,10,830,No,no_loan,65.56,Yes,84129.34,3,No,4,Yes,No,7,"Insurance, Savings Plans",Positive,Technical Issue,Yes,1,6,6,6,6,5,10,3,10,8,5,5,10,4,7
145,67,Female,Businessman,High School,Divorced,102709.76,21,774,No,no_loan,5.44,Yes,123426.1,3,Yes,4,Yes,No,5,Savings Plans,Positive,Fees,Yes,1,7,4,6,5,2,6,3,6,6,1,5,5,5,6
146,57,Female,Manager,PhD,Single,195867.49,9,341,No,no_loan,29.87,Yes,82667.14,4,No,4,No,Yes,7,"Insurance, Savings Plans",Neutral,Technical Issue,Yes,1,6,7,6,10,5,9,3,9,9,6,5,8,5,8
147,67,Male,Lawyer,Bachelors,Divorced,25736.62,7,560,Yes,Car Loan,81.13,No,134571.89,2,Yes,5,No,Yes,8,"Insurance, Savings Plans",Neutral,Delay,Yes,0,10,4,10,9,9,10,5,9,9,6,7,10,6,8
148,19,Female,Engineer,High School,Divorced,75172.61,11,347,Yes,Personal Loan,52.5,Yes,115667.45,1,No,3,No,No,3,Savings Plans,Positive,Service,Yes,0,6,2,6,10,2,4,3,5,5,2,2,3,2,3
149,25,Female,Lawyer,PhD,Divorced,186465.02,8,745,Yes,Car Loan,4.5,Yes,60910.33,4,No,5,No,Yes,3,Insurance,Negative,"Service, Fees",Yes,0,6,4,6,6,4,3,6,4,3,2,2,4,3,3
150,59,Male,Manager,High School,Divorced,175497.74,2,520,Yes,Personal Loan,28.91,Yes,71383.02,1,No,4,Yes,No,2,Insurance,Negative,"Service, Fees",Yes,0,6,1,6,9,2,3,3,1,2,1,1,2,1,2
151,26,Female,Doctor,High School,Divorced,79459.94,5,642,Yes,Business Loan,64.27,Yes,106799.27,2,No,3,No,No,4,"Insurance, Savings Plans",Neutral,Technical Issue,Yes,1,6,2,6,9,2,5,4,6,5,1,2,5,4,4
152,67,Female,Businessman,Bachelors,Married,140091.7,9,537,No,no_loan,20.74,Yes,136278.84,2,No,5,Yes,No,4,Insurance,Positive,Miscommunication,No,1,6,2,6,8,2,6,3,3,4,3,5,5,2,6
153,25,Male,Businessman,PhD,Single,18483.55,1,454,No,no_loan,82.91,No,43232.14,1,No,1,No,No,4,Savings Plans,Negative,Technical Issue,Yes,0,6,5,6,10,3,4,3,4,3,2,2,4,2,5
154,68,Male,Businessman,Masters,Single,142795.67,17,355,Yes,Business Loan,67.98,No,86906.26,4,No,3,Yes,Yes,2,"Insurance, Savings Plans",Negative,Service,Yes,1,6,1,6,10,1,4,2,1,2,1,3,2,1,1
155,20,Female,Businessman,Bachelors,Divorced,194598.69,10,686,Yes,Business Loan,47.67,Yes,35441.97,1,No,4,No,Yes,7,Savings Plans,Neutral,Miscommunication,Yes,1,6,6,6,8,6,10,3,9,7,4,4,9,5,10
156,26,Male,Engineer,Masters,Single,107960.14,8,614,No,no_loan,91.65,No,56329.17,4,Yes,1,No,Yes,10,Savings Plans,Positive,Miscommunication,Yes,0,10,4,10,7,9,10,3,10,10,7,10,10,7,10
157,30,Female,Teacher,PhD,Married,100199.56,18,337,No,no_loan,39.79,Yes,109177.58,3,No,3,No,Yes,3,Insurance,Neutral,"Service, Fees",No,0,6,2,6,10,1,4,3,3,2,1,2,4,1,4
158,26,Female,Manager,PhD,Divorced,38276.41,25,640,Yes,Business Loan,24.27,Yes,30105.5,4,No,5,No,No,10,Savings Plans,Positive,"Technical Issue, Delay",No,1,6,7,6,9,10,10,3,10,10,7,7,10,8,10
159,48,Male,Doctor,Masters,Married,127123.85,10,530,Yes,Education Loan,66.48,No,106106.62,3,No,4,Yes,Yes,1,"Insurance, Savings Plans",Positive,Service,No,1,6,1,6,10,1,1,5,1,1,1,1,1,2,1
160,42,Male,Manager,PhD,Married,118497.02,9,751,Yes,Business Loan,57.76,No,137105.45,3,No,5,No,No,2,"Insurance, Savings Plans",Positive,Fees,Yes,0,6,1,6,5,1,3,6,3,2,2,1,2,1,4
161,69,Male,Artist,Bachelors,Divorced,130734.68,4,641,No,no_loan,34.19,No,146018.14,1,No,1,No,No,5,Savings Plans,Positive,Fees,No,1,6,3,6,7,4,7,3,7,6,4,4,7,3,4
162,61,Male,Artist,High School,Married,6190.57,2,752,No,no_loan,35.02,No,48162.19,3,Yes,1,Yes,No,9,Savings Plans,Positive,Service,No,0,8,4,10,7,8,10,3,10,9,7,9,10,8,10
163,62,Female,Artist,Masters,Divorced,110195.97,19,556,Yes,Personal Loan,40.42,No,117356.73,1,No,1,Yes,No,4,"Insurance, Savings Plans",Positive,"Service, Fees",No,1,6,5,6,10,3,6,4,5,6,2,3,5,2,4
164,25,Male,Teacher,High School,Married,119392.03,10,733,Yes,Business Loan,29.82,No,140428.16,1,Yes,3,Yes,No,6,Insurance,Negative,"Technical Issue, Delay",Yes,0,7,4,7,7,5,8,5,8,5,3,4,6,4,8
165,64,Male,Lawyer,Masters,Single,42298.5,17,508,No,no_loan,71.31,No,31878.01,2,Yes,4,Yes,Yes,3,Insurance,Negative,Service,Yes,1,4,4,3,10,2,5,3,3,2,3,3,5,3,5
166,48,Female,Engineer,High School,Single,42458.24,3,500,No,no_loan,65.48,Yes,73823.07,1,No,1,No,No,9,Insurance,Negative,Service,No,1,6,6,6,10,8,10,3,10,9,7,7,10,7,10
167,62,Female,Businessman,High School,Single,55967.42,21,436,No,no_loan,44.64,Yes,139523.27,2,Yes,5,No,Yes,2,Savings Plans,Negative,Miscommunication,No,0,1,4,2,10,2,4,3,2,1,1,1,2,3,3
168,62,Female,Teacher,Bachelors,Divorced,142632.6,19,693,Yes,Home Loan,40.39,Yes,46362.37,2,No,4,No,No,8,Savings Plans,Positive,"Technical Issue, Delay",Yes,0,6,8,6,6,7,9,6,10,9,6,5,10,6,10
169,48,Female,Doctor,High School,Married,121646.95,19,335,Yes,Education Loan,37.14,No,141388.89,1,Yes,5,No,No,3,"Insurance, Savings Plans",Negative,Miscommunication,Yes,1,3,4,3,10,2,5,2,5,5,1,2,4,3,3
170,34,Female,Doctor,Masters,Married,169306.77,26,514,Yes,Car Loan,29.06,Yes,88534.97,4,No,5,Yes,No,8,"Insurance, Savings Plans",Positive,Service,No,1,6,7,6,10,8,10,4,10,8,8,7,10,5,8
171,64,Female,Artist,High School,Single,59836.06,22,326,Yes,Business Loan,9.48,Yes,32986.1,4,Yes,1,No,No,3,"Insurance, Savings Plans",Neutral,"Service, Fees",Yes,1,2,4,3,10,1,5,2,4,3,1,3,6,2,3
172,36,Female,Engineer,PhD,Single,182501.54,19,317,No,no_loan,27.55,Yes,78484.05,1,No,4,Yes,No,4,"Insurance, Savings Plans",Neutral,Miscommunication,No,0,6,3,6,10,4,7,3,4,4,3,4,6,2,4
173,20,Female,Artist,High School,Divorced,148997.53,19,436,No,no_loan,32.8,Yes,62413.96,3,Yes,2,No,Yes,8,Insurance,Negative,Delay,Yes,0,9,4,9,10,5,10,3,9,9,6,7,10,5,9
174,63,Female,Doctor,High School,Divorced,79607.32,15,329,Yes,Car Loan,55.22,No,56686.54,1,Yes,3,Yes,No,10,Savings Plans,Positive,Service,No,0,10,4,10,10,9,10,2,10,10,8,8,10,8,10
175,47,Male,Doctor,PhD,Married,19957.15,25,372,Yes,Home Loan,77.61,Yes,90391.82,3,No,2,Yes,Yes,4,Savings Plans,Negative,"Technical Issue, Delay",No,0,6,3,6,10,6,8,2,3,3,4,3,6,5,7
176,27,Male,Businessman,PhD,Divorced,52139.75,18,422,Yes,Business Loan,40.17,Yes,82867.05,4,Yes,3,Yes,Yes,9,Insurance,Positive,Miscommunication,No,1,10,4,10,10,9,10,2,10,10,7,7,10,5,10
177,66,Female,Lawyer,Masters,Divorced,191396.88,17,527,Yes,Car Loan,94.53,Yes,82655.73,3,Yes,4,Yes,Yes,9,"Insurance, Savings Plans",Negative,Fees,No,0,9,4,10,9,6,10,3,10,10,6,7,10,6,10
178,46,Male,Businessman,PhD,Divorced,62762.31,10,637,Yes,Business Loan,82.91,Yes,31458.43,1,Yes,1,Yes,Yes,6,"Insurance, Savings Plans",Neutral,Service,No,0,6,4,7,7,4,9,5,5,6,5,5,8,5,6
179,57,Female,Lawyer,PhD,Single,66650.29,24,572,Yes,Car Loan,98.5,Yes,124301.36,3,Yes,4,Yes,Yes,1,Savings Plans,Neutral,"Technical Issue, Delay",No,1,1,4,1,10,1,1,4,2,1,1,1,2,1,1
180,35,Female,Businessman,Masters,Single,38728.2,29,736,Yes,Business Loan,87.74,No,82587.11,2,No,2,Yes,No,9,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,1,6,8,6,7,10,10,6,10,10,5,8,10,7,10
181,29,Female,Lawyer,Masters,Married,161563.27,14,338,Yes,Personal Loan,62.06,Yes,126717.76,2,Yes,5,Yes,No,9,Savings Plans,Negative,Service,Yes,1,10,4,10,10,7,10,5,10,10,7,7,10,6,10
182,66,Female,Artist,High School,Divorced,55853.2,19,725,Yes,Car Loan,60.25,Yes,127197.3,1,No,3,No,No,7,Insurance,Positive,Service,No,0,6,7,6,5,5,10,7,7,6,5,6,10,6,7
183,40,Male,Manager,Bachelors,Single,66721.39,23,614,Yes,Education Loan,13.82,Yes,61227.59,1,No,3,Yes,No,9,Savings Plans,Neutral,Technical Issue,Yes,1,6,7,6,8,7,10,2,10,10,7,8,10,6,10
184,28,Male,Engineer,Masters,Divorced,83455.27,18,808,No,no_loan,72.52,Yes,20565.02,1,Yes,2,No,Yes,8,Insurance,Negative,Service,Yes,0,10,4,10,4,7,10,3,10,8,6,7,9,8,8
185,26,Female,Lawyer,PhD,Married,87311.93,11,456,No,no_loan,60.42,Yes,138461.94,4,Yes,1,Yes,No,9,"Insurance, Savings Plans",Positive,Fees,Yes,1,10,4,10,10,8,10,3,10,10,6,7,10,7,10
186,41,Male,Teacher,High School,Divorced,82856.82,11,556,No,no_loan,51.19,Yes,118890.31,4,No,4,No,No,9,Savings Plans,Neutral,Miscommunication,No,0,6,8,6,10,8,10,3,9,9,6,9,10,6,10
187,42,Male,Lawyer,PhD,Married,101245,12,755,No,no_loan,69.64,No,33942.75,4,No,2,No,No,7,"Insurance, Savings Plans",Positive,Service,No,1,6,6,6,7,6,10,3,8,8,5,7,9,5,9
188,42,Female,Artist,Masters,Married,163088.06,8,346,Yes,Home Loan,44.96,Yes,111224.51,2,No,4,Yes,Yes,6,"Insurance, Savings Plans",Neutral,"Service, Fees",Yes,0,6,4,6,10,6,9,1,7,7,4,6,9,2,6
189,64,Female,Engineer,Bachelors,Single,164037.72,16,631,No,no_loan,52.86,Yes,22603.02,3,Yes,1,No,Yes,2,"Insurance, Savings Plans",Neutral,Delay,Yes,0,3,4,3,9,2,2,3,1,2,1,1,1,2,2
190,26,Male,Lawyer,High School,Divorced,159864.31,25,309,No,no_loan,40.44,No,23608.68,2,Yes,5,No,Yes,7,Savings Plans,Positive,"Service, Fees",No,1,7,4,9,10,5,10,3,8,6,6,6,9,1,9
191,29,Male,Businessman,Masters,Single,21123.84,24,443,No,no_loan,72.02,No,88357.02,3,Yes,4,No,Yes,1,"Insurance, Savings Plans",Positive,"Service, Fees",No,0,1,4,2,10,1,2,3,1,1,1,2,1,1,1
192,28,Female,Engineer,Masters,Divorced,160136.08,8,730,No,no_loan,87.78,Yes,32484.87,3,No,1,Yes,Yes,6,Savings Plans,Neutral,Miscommunication,Yes,0,6,6,6,6,5,10,3,8,7,6,5,8,3,9
193,66,Female,Teacher,PhD,Divorced,24930.1,24,451,No,no_loan,84.24,Yes,145363.75,1,Yes,2,Yes,No,6,"Insurance, Savings Plans",Neutral,Fees,Yes,0,8,4,6,10,3,8,3,8,7,4,5,9,5,7
194,55,Male,Doctor,Bachelors,Married,25820.03,14,786,Yes,Business Loan,78.82,No,136198.06,1,No,5,Yes,Yes,7,Insurance,Positive,Technical Issue,Yes,1,6,5,6,7,8,9,6,9,8,7,6,10,5,8
195,45,Female,Businessman,Masters,Married,189624.69,23,435,No,no_loan,2.36,Yes,104475.56,4,No,5,Yes,No,2,Savings Plans,Negative,"Technical Issue, Delay",Yes,1,6,2,6,10,1,2,3,1,2,2,1,3,1,3
196,25,Female,Engineer,PhD,Divorced,164060.17,18,325,No,no_loan,91.28,No,28282.17,1,No,5,No,No,4,Insurance,Positive,Fees,Yes,1,6,4,6,10,3,6,3,4,5,2,4,5,3,5
197,27,Female,Manager,High School,Single,110929.68,24,306,Yes,Education Loan,28.21,Yes,62228.58,2,No,3,No,No,2,Insurance,Negative,"Service, Fees",Yes,1,6,3,6,10,1,1,1,1,2,2,2,2,1,1
198,42,Male,Lawyer,PhD,Married,175119.07,21,314,No,no_loan,88.91,Yes,68323.99,2,No,1,No,Yes,4,Savings Plans,Positive,Technical Issue,Yes,0,6,1,6,10,4,5,3,5,4,3,3,5,2,4
199,64,Male,Businessman,High School,Married,197883.56,22,731,Yes,Business Loan,20.5,Yes,82514.38,2,Yes,4,No,No,3,Savings Plans,Negative,Miscommunication,Yes,1,3,4,1,5,3,4,6,3,4,4,4,3,1,4
200,53,Female,Artist,PhD,Divorced,122517.77,4,699,No,no_loan,44.52,No,41957.37,1,No,2,Yes,No,2,Savings Plans,Negative,"Technical Issue, Delay",Yes,0,6,2,6,7,1,1,3,2,3,1,2,2,1,3
201,67,Male,Manager,Bachelors,Divorced,122966.79,17,506,Yes,Home Loan,75.19,No,95076.51,1,Yes,5,Yes,Yes,2,"Insurance, Savings Plans",Neutral,Technical Issue,No,1,3,4,3,8,3,3,5,3,4,2,2,3,1,2
202,60,Female,Manager,PhD,Married,151130.98,13,515,Yes,Home Loan,64.39,No,76650.18,3,No,5,Yes,No,3,"Insurance, Savings Plans",Positive,Miscommunication,No,0,6,1,6,9,1,3,4,3,4,2,2,4,2,5
203,26,Male,Artist,Bachelors,Single,47195.65,5,801,Yes,Business Loan,42.18,No,143148.61,3,Yes,5,Yes,Yes,10,Insurance,Positive,"Technical Issue, Delay",No,1,10,4,10,5,9,10,8,10,10,8,8,10,5,10
204,58,Male,Artist,Bachelors,Married,34257.85,3,758,No,no_loan,68.18,Yes,141705.38,1,Yes,1,No,Yes,4,Savings Plans,Positive,Fees,Yes,0,6,4,4,7,3,4,3,4,8,3,2,5,3,4
205,25,Male,Artist,High School,Divorced,152156.57,9,558,No,no_loan,55.35,Yes,93511.61,2,No,2,No,Yes,7,Insurance,Negative,"Service, Fees",Yes,1,6,5,6,10,7,10,3,9,10,7,6,9,5,8
206,20,Female,Manager,PhD,Married,69636.05,20,628,Yes,Business Loan,28.3,No,103765.41,1,Yes,1,No,No,4,"Insurance, Savings Plans",Negative,Fees,No,1,5,4,4,9,4,6,3,3,2,4,2,5,3,6
207,35,Female,Engineer,PhD,Divorced,27879,26,753,Yes,Education Loan,64.99,No,37913.54,4,Yes,2,Yes,No,7,Insurance,Neutral,Technical Issue,Yes,0,8,4,8,5,6,10,6,8,6,5,5,9,5,8
208,63,Female,Artist,PhD,Married,63660.67,18,674,Yes,Business Loan,21.22,No,49032.02,4,No,4,No,No,4,Insurance,Negative,"Technical Issue, Delay",Yes,1,6,3,6,8,2,6,3,6,3,3,1,5,4,4
209,52,Male,Doctor,Bachelors,Divorced,72368.74,20,763,Yes,Business Loan,69.7,No,137093,2,No,3,No,Yes,3,Savings Plans,Positive,Delay,No,0,6,6,6,6,2,3,4,2,3,2,4,3,2,2
210,34,Female,Manager,Masters,Divorced,193080.3,19,374,Yes,Personal Loan,1.31,Yes,110891.57,4,No,2,No,No,8,Savings Plans,Negative,"Service, Fees",No,0,6,8,6,10,9,10,2,10,9,5,7,10,5,10
211,53,Female,Manager,PhD,Single,139893.98,19,541,Yes,Home Loan,55.33,No,44625.93,1,Yes,1,No,No,3,Insurance,Negative,"Service, Fees",No,1,3,4,3,9,3,3,4,5,4,2,1,3,3,4
212,45,Female,Manager,PhD,Divorced,106640.41,21,316,Yes,Car Loan,40.71,Yes,94127.34,1,Yes,1,No,Yes,8,"Insurance, Savings Plans",Neutral,Fees,Yes,1,9,4,10,10,6,10,1,10,10,5,6,10,4,9
213,67,Female,Teacher,Masters,Married,193805.75,16,558,Yes,Home Loan,31.01,No,141518.96,3,Yes,1,No,No,2,Insurance,Negative,Technical Issue,No,0,1,4,2,10,1,4,3,2,2,3,2,3,1,2
214,32,Male,Engineer,High School,Divorced,180724.81,1,422,Yes,Personal Loan,52.06,Yes,64872.24,4,No,3,Yes,No,3,"Insurance, Savings Plans",Positive,Service,No,1,6,1,6,10,2,4,1,3,6,1,4,4,1,4
215,36,Female,Engineer,PhD,Married,102888.17,5,610,Yes,Home Loan,64.89,No,44156.65,4,Yes,2,No,Yes,4,Insurance,Positive,Miscommunication,Yes,0,5,4,6,8,5,5,4,4,4,5,4,5,3,4
216,39,Female,Artist,Masters,Single,181230.25,24,410,No,no_loan,96.57,Yes,142463.29,4,No,2,Yes,Yes,3,Insurance,Positive,Service,No,1,6,2,6,10,2,3,3,4,3,3,3,4,2,4
217,23,Male,Manager,PhD,Married,81456.63,15,555,Yes,Home Loan,83.47,Yes,79964.5,4,No,2,Yes,No,6,Savings Plans,Positive,"Technical Issue, Delay",Yes,1,6,5,6,10,6,9,5,7,7,2,6,7,4,7
218,64,Female,Businessman,Bachelors,Single,46853.71,26,533,No,no_loan,72,Yes,74241.46,2,Yes,2,Yes,No,9,Insurance,Neutral,Service,Yes,0,10,4,10,10,9,10,3,10,9,7,9,10,8,10
219,24,Male,Manager,Masters,Single,47302.96,12,796,Yes,Car Loan,48.42,Yes,54783.74,2,Yes,5,No,Yes,10,"Insurance, Savings Plans",Neutral,Service,Yes,0,10,4,10,7,8,10,6,10,10,8,7,10,7,10
220,61,Male,Artist,Bachelors,Divorced,132800.79,25,339,No,no_loan,39.82,Yes,135906.09,1,No,5,No,Yes,8,Insurance,Positive,Technical Issue,Yes,1,6,5,6,10,8,10,3,9,9,6,7,10,6,8
221,65,Male,Engineer,Masters,Single,100712.99,28,421,Yes,Personal Loan,4.22,Yes,129930.18,4,No,1,Yes,Yes,4,Insurance,Positive,Fees,Yes,1,6,2,6,10,3,6,4,3,4,3,3,6,1,4
222,26,Female,Artist,High School,Married,132131.22,1,749,No,no_loan,36.55,Yes,72388.75,3,Yes,5,No,No,2,"Insurance, Savings Plans",Negative,"Service, Fees",No,1,1,4,2,6,2,2,3,3,4,1,1,5,1,1
223,37,Male,Artist,Bachelors,Single,137529.12,14,818,Yes,Business Loan,84.99,Yes,23979.73,1,No,2,No,Yes,10,Insurance,Negative,Service,No,1,6,7,6,5,10,10,6,10,10,9,8,10,8,10
224,54,Male,Artist,PhD,Single,5442.25,18,391,Yes,Car Loan,39.02,Yes,78064.69,1,No,2,No,No,1,Insurance,Negative,"Technical Issue, Delay",Yes,0,6,1,6,10,3,2,2,1,1,1,1,1,1,2
225,28,Male,Artist,Masters,Divorced,11753.88,18,660,Yes,Car Loan,46.7,No,43511.54,2,Yes,5,Yes,Yes,4,Insurance,Negative,Technical Issue,Yes,0,4,4,4,9,3,5,3,7,5,3,4,5,3,5
226,19,Female,Artist,PhD,Married,107002.87,6,422,No,no_loan,27.91,No,38555.43,1,No,4,No,No,5,Insurance,Negative,Fees,No,1,6,3,6,10,4,6,3,6,6,3,6,6,3,6
227,39,Male,Lawyer,High School,Single,39016.06,1,636,Yes,Business Loan,28.14,Yes,71102.17,3,Yes,1,No,Yes,2,"Insurance, Savings Plans",Positive,Miscommunication,No,0,3,4,2,7,1,3,2,1,1,1,1,3,2,3
228,65,Male,Lawyer,Masters,Divorced,126874.22,27,812,Yes,Car Loan,7.13,No,32880,4,Yes,3,Yes,Yes,3,"Insurance, Savings Plans",Negative,Fees,Yes,1,4,4,3,4,2,6,8,4,4,2,2,5,4,3
229,53,Male,Manager,High School,Divorced,110884.96,17,727,Yes,Personal Loan,61.77,No,144470.39,1,Yes,1,Yes,No,4,"Insurance, Savings Plans",Negative,Fees,No,1,2,4,5,7,3,6,4,5,6,1,3,7,3,3
